"Story","Title","Result","Date","Stability","Duration (s)"
"Automatizar Floristeria MundoFlor","Agregar Producto Al Carrito","SUCCESS","2024-12-03T22:52:56.6012412-05:00[America/Bogota]","0.0","0.65"
