"Story","Title","Result","Date","Stability","Duration (s)"
"Automatizar Floristeria MundoFlor","Agregar Producto Al Carrito","ERROR","2024-12-04T17:26:46.8555893-05:00[America/Bogota]","0.0","82.42"
